sim_context1	sim_context2	change
8.17	8.97	0.8000000000000007
5.08	4.17	-0.9100000000000001
5.63	2.35	-3.28
0.317	0.25	-0.067
0.0758	0.37	0.2942
2.8	2.06	-0.7399999999999998
8.8	2.87	-5.930000000000001
5.79	0.351	-5.439
5.0	4.91	-0.08999999999999986
7.35	8.0	0.6500000000000004
4.17	7.31	3.1399999999999997
6.32	9.04	2.719999999999999
6.27	8.42	2.1500000000000004
5.95	7.67	1.7199999999999998
5.14	7.93	2.79
4.02	4.02	0.0
9.17	5.0	-4.17
9.76	1.19	-8.57
9.17	3.61	-5.5600000000000005
7.73	6.98	-0.75
8.41	6.67	-1.7400000000000002
5.23	5.39	0.15999999999999925
6.52	4.9	-1.6199999999999992
4.22	2.2	-2.0199999999999996
8.98	8.61	-0.370000000000001
2.38	6.75	4.37
4.44	3.92	-0.5200000000000005
7.86	7.86	0.0
6.29	2.16	-4.13
1.67	3.68	2.0100000000000002
2.02	8.77	6.75
8.57	3.71	-4.86
2.58	3.56	0.98
0.625	1.27	0.645
6.76	5.0	-1.7599999999999998
2.88	7.83	4.95
6.83	5.4	-1.4299999999999997
2.88	6.47	3.59
7.59	4.26	-3.33
6.88	8.49	1.6100000000000003
4.72	3.8	-0.9199999999999999
5.17	6.59	1.42
1.57	0.227	-1.343
3.55	4.92	1.37
2.46	2.22	-0.23999999999999977
8.67	9.32	0.6500000000000004
7.54	5.4	-2.1399999999999997
9.55	9.12	-0.4300000000000015
1.09	1.03	-0.06000000000000005
2.31	5.0	2.69
9.92	0.25	-9.67
5.79	7.7	1.9100000000000001
6.94	5.46	-1.4800000000000004
7.17	9.29	2.119999999999999
5.88	4.91	-0.9699999999999998
9.28	7.94	-1.339999999999999
9.26	9.07	-0.1899999999999995
3.41	4.2	0.79
5.63	5.63	0.0
7.42	7.12	-0.2999999999999998
0.758	1.17	0.4119999999999999
5.88	8.18	2.3
6.35	2.92	-3.4299999999999997
7.55	9.24	1.6900000000000004
9.21	9.13	-0.08000000000000007
9.31	9.8	0.4900000000000002
0.263	0.0	-0.263
6.67	8.02	1.3499999999999996
3.4	4.2	0.8000000000000003
4.92	2.78	-2.14
9.4	4.65	-4.75
6.36	9.51	3.1499999999999995
2.5	3.75	1.25
1.74	6.91	5.17
9.65	3.6	-6.050000000000001
3.64	4.07	0.43000000000000016
6.44	6.27	-0.17000000000000082
2.54	3.48	0.94
4.74	2.81	-1.9300000000000002
6.38	5.87	-0.5099999999999998
4.28	8.02	3.7399999999999993
7.95	8.27	0.3199999999999994
2.46	4.33	1.87
3.77	2.28	-1.4900000000000002
1.14	5.44	4.300000000000001
0.0794	0.0	-0.0794
0.217	0.0794	-0.1376
4.21	4.84	0.6299999999999999
4.92	9.63	4.710000000000001
1.02	2.96	1.94
4.21	4.25	0.040000000000000036
1.75	3.67	1.92
3.82	7.93	4.109999999999999
5.15	2.5	-2.6500000000000004
7.88	3.27	-4.609999999999999
3.68	0.263	-3.4170000000000003
6.67	3.33	-3.34
8.11	8.41	0.3000000000000007
1.98	3.26	1.2799999999999998
2.68	3.17	0.48999999999999977
0.833	4.32	3.487
3.63	1.97	-1.66
8.89	8.15	-0.7400000000000002
5.15	4.75	-0.40000000000000036
3.94	7.28	3.3400000000000003
3.89	4.67	0.7799999999999998
7.12	7.67	0.5499999999999998
8.06	8.43	0.3699999999999992
0.317	5.79	5.473
0.417	1.97	1.553
7.12	6.85	-0.27000000000000046
0.903	7.4	6.497
5.16	3.0	-2.16
4.05	9.37	5.319999999999999
5.0	3.83	-1.17
6.53	9.17	2.6399999999999997
6.42	9.09	2.67
7.3	2.42	-4.88
8.73	8.97	0.2400000000000002
6.75	4.29	-2.46
1.11	0.53	-0.5800000000000001
4.71	3.41	-1.2999999999999998
1.53	9.72	8.190000000000001
6.23	2.22	-4.01
9.86	9.13	-0.7299999999999986
0.0	0.0758	0.0758
6.14	4.52	-1.62
7.46	9.7	2.2399999999999993
3.98	3.24	-0.7399999999999998
8.79	5.74	-3.049999999999999
4.21	6.43	2.2199999999999998
4.25	9.32	5.07
2.1	2.86	0.7599999999999998
9.81	8.98	-0.8300000000000001
4.12	7.89	3.7699999999999996
8.65	7.83	-0.8200000000000003
5.88	3.48	-2.4
1.89	1.85	-0.039999999999999813
8.26	9.01	0.75
4.54	7.78	3.24
5.63	6.83	1.2000000000000002
0.303	0.25	-0.05299999999999999
6.6	8.2	1.5999999999999996
7.7	6.03	-1.67
9.04	0.0	-9.04
7.38	6.92	-0.45999999999999996
3.17	2.58	-0.5899999999999999
1.88	2.7	0.8200000000000003
8.64	9.29	0.6499999999999986
2.2	3.52	1.3199999999999998
6.59	3.25	-3.34
5.78	5.45	-0.33000000000000007
8.26	8.73	0.47000000000000064
0.682	4.63	3.948
3.86	7.19	3.3300000000000005
6.75	7.2	0.4500000000000002
3.41	7.62	4.21
6.84	7.46	0.6200000000000001
2.28	5.0	2.72
4.67	2.73	-1.94
3.19	2.54	-0.6499999999999999
4.07	4.38	0.3099999999999996
8.57	8.33	-0.2400000000000002
8.93	8.54	-0.39000000000000057
9.72	9.26	-0.46000000000000085
6.96	7.8	0.8399999999999999
8.56	2.78	-5.780000000000001
4.84	1.51	-3.33
5.59	5.38	-0.20999999999999996
6.96	2.7	-4.26
3.24	3.15	-0.0900000000000003
0.583	0.606	0.02300000000000002
9.81	7.31	-2.500000000000001
7.81	4.39	-3.42
2.35	5.19	2.8400000000000003
9.68	7.83	-1.8499999999999996
5.61	3.17	-2.4400000000000004
5.53	9.12	3.589999999999999
6.87	0.417	-6.453
9.85	9.88	0.030000000000001137
6.98	1.67	-5.3100000000000005
8.41	9.8	1.3900000000000006
6.13	7.71	1.58
2.57	8.13	5.5600000000000005
2.54	9.5	6.96
2.88	5.0	2.12
2.54	7.37	4.83
9.91	8.07	-1.8399999999999999
6.8	5.35	-1.4500000000000002
1.75	9.6	7.85
6.09	7.94	1.8500000000000005
4.86	8.17	3.3099999999999996
9.57	5.87	-3.7
8.24	8.89	0.6500000000000004
7.12	7.41	0.29000000000000004
4.61	0.379	-4.231
4.6	7.42	2.8200000000000003
2.9	3.17	0.27
0.614	6.05	5.436
